Huidige Nederlandse naam,Oude Nederlandse naam in Flora Batava,Huidige botanische naam,Link naar scans in bladerboek KB
Zeeviolier,Zeeviolier,Malcolmia flexuosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/19/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Liggende ganzerik,Liggende Ganzerik,Potentilla supina,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/20/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Viltige maggizwam,Geelrosse Melkzwam,Lactarius helvus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/21/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Oliebolzwam,Opgeblazen Rhizina,Rhizina undulata,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/22/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Laurierwilg,Laurier-wilg,Salix pentandra,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/23/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Laurierwilg,Laurier-wilg,Salix pentandra,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/24/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Bijenorchis,Bijen-Orchis,Ophrys apifera,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/25/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Ooievaars Reigersbek,Erodium ciconium,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/26/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Plaatjeszwamgast,Woekerende nyctalis,Asterophora parasitica,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/27/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Grofplaatrussula,,Russula nigricans ,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/27/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Slanke waterkers,Gewone waterkers,Nasturtium microphyllum,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/29/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Slanke waterkers,Kleinbladige Waterkers,Nasturtium microphyllum,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/29/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Bundelmycena,Helmzwam van Arcangeli,Mycena arcangeliana,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/30/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Ruige weerschijnzwam,Ruwe Gaatjeszwam,Inonotus hispidus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/31/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Ruige weerschijnzwam,Ruwe Gaatjeszwam,Inonotus hispidus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/31/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Bleke fluweelbraam,Koehler's Braam,Rubus neanias,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/32/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Reestruweelbraam,Koehler's Braam,Rubus speculans,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/33/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Beemdhaver,Blauwgroene variëteit der Weide Haver,Helictochloa pratensis,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/34/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Roodporiehoutzwam,Blozende Trametes,Daedaleopsis confragosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/35/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Adonistrechterzwam,Begleufde Trechterzwam,Clitocybe houghtonii,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/36/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Rode contrastbraam,Rooskleurige Braam,Rubus glandithyrsos,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/37/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,"Rappige Dravik, wollige vorm",Bromus squarrosus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/38/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Gewimperde Rolklaver,Medicago cf. murex,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/39/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Anemonenbekerzwam,Knol-Bekerzwam,Dumontinia tuberosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/40/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Breedplaatstreephoed,Breedplatige Penningzwam,Megacollybia platyphylla,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/41/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Naaldroggebraam,Braam met gespleten bladeren,Rubus scissus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/42/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Ruwe raspbraam,Ruwe Braam,Rubus rudis,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/43/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Orane aderzwam,Oranje Phlebia,Phlebia radiata,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/44/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Roestkleurige borstelzwam,Roestkleurige tepelzwam,Hymenochaete rubiginosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/45/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Bruine anijszwam,Schelpvormige Trechterzwam,Lentinellus cochleatus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/46/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Vroege Boerenkers,Noccaea praecox,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/47/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Smalbladige Kruisjesplant,Crucianella angustifolia,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/48/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Vurige franjehoed,Tranende Hypholoma,Lacrymaria pyrotricha,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/49/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Stekeltrilzwam,Geleiachtige Stekelzwam,Pseudohydnum gelatinosum,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/50/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Witwollige dennenzwam,Vormlooze Plaatjeszwam,Skeletocutis amorpha,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/51/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Dauwbraam,Duinvorm van de Dauwbraam,Rubus caesius,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/52/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Priem-Doddegras,Phleum subulatum,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/53/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Schadelijke Honingklaver,Melilotus infestus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/54/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Spekzwoerdzwam,Trillende Houtzwam,Phlebia tremellosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/55/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Stekelzwam spec.,Fluweelachtige Stekelzwam,Hydnellum spec.,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/56/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Roze purperbraam,Wijd uitstaande Braam,Rubus schipperi,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/57/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Gerard's Doorwas,Bupleurum gerardii,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/58/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Scherpe kamrussula ,Kamvormige Rusula,Russula amoenolens,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/59/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Doolhofelfenbankje,Eenkleurige Daedalea,Cerrena unicolor,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/60/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Toefige labyrintzwam,Bruinroode Gaatjeszwam,Abortiporus biennis,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/61/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Braam spec.,Zilverbladige Braam,Rubus ser. Clivicola,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/62/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Oeverwarkruid,Gronovius' Warkruid,Cuscuta gronovii,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/64/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Kleine stinkzwam s.l.,Honden-Stinkzwam,Mutinus caninus s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/65/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Dennenvlamhoed,Binnendringende Flammula,Gymnopilus penetrans,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/66/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Gewoon ijsvingertje,Schimmelvormige Ceratiomyxa,Ceratiomyxa fruticulosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/67/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Braam (kruising),Braam met verschillend blad,Rubus x umbelliformis,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/68/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Valse voszegge x IJle zegge,Bastaard tusschen VosZegge en Wijdgeaarde Zegge,Carex x pseudoaxillaris,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/69/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Spoordragende Wikke,Vicia monantha,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/71/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Grootvruchtige Honingklaver,Melilotus macrocarpus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/72/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Hazenpootje,Inktzwam met behaarden steel,Coprinopsis lagopus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/73/zoom/3/lat/-65.6220226151064/lng/-26.103515625
-,Reuzen Zuring,Rumex hydrolapathum x aquaticus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/74/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Klein trilgras,Kleinbloemig Trilgras,Briza minor,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/75/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Grote kroosvaren,Varenachtige roode kroos,Azolla filiculoides,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/76/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Zwarte truffelknotszwam,Slangentongvormige Cordyceps,Elaphocordyceps ophioglossoides,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/78/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Gele korstzwam,Gele Korstzwam,Stereum hirsutum,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/79/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Witte reseda,Witte Reseda,Reseda alba,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/80/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Akkerdravik,Behaarde Akkerdravik,Bromus arvensis,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/81/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Paardenzuring,Paardezuring,Rumex aquaticus,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/82/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Purperknolcollybia,Knolletjes Collybia,Collybia tuberosa,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/83/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Grauwkop spec.,Stinkende Ridderzwam,Lyophyllum spec. ,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/84/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Zilveren boomkussen,Bovisachtige Slijmzwam,Reticularia lycoperdon,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/85/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Iva,Stekelnootachtige Iva,Iva xanthiifolia,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/87/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Fraai streepzaad,Fraai Streepzaad,Crepis pulchra,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/88/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Baretaardster,Bryants Aardster,Geastrum striatum,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/89/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Boompuist anamorf,Witte Ceriomyces,Postia ptychogaster anamorf,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/90/zoom/3/lat/-65.6220226151064/lng/-26.103515625
Rode bremraap,Roodstengelige bremraap -,Orobanche lutea,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/7/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Rivierstruisriet,Oeverriet,Calamagrostis pseudophragmites ,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/8/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Troskalknetje,Zakvormige Badhamia,Badhamia utricularis,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/9/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Witte koraalzwam s.l.,Krombholz' knotszwam,Clavulina coralloides s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/11/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Witte koraalzwam s.l.,Rimpelige knotszwam,Clavulina coralloides s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/11/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Citroengele satijnzwam,Geelachtige Nolanea,Entoloma pleopodium,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/12/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Noordse zuring,Huis zuring,Rumex longifolius,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/13/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Duinaveruit,Strandvorm der veldalsem,Artemisia campestris subsp. maritima,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/14/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Braam spec.,Klein gezaagde braam,Rubus spec?,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/15/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Roodschubbige gordijnzwam,Steenrode gordijnzwam,Cortinarius bolaris ,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/16/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Loodgrijze bovist,Loodkleurige bovist,Bovista plumbea,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/17/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Zwartwordende bovist,Zwartachtige bovist,Bovista nigrescens,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/18/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Kale randbraam,Gotische braam,Rubus calvus,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/20/zoom/3/lat/-69.53451763078357/lng/-18.45703125
-,Gevinde Schkuhria,Schkuhria pinnata,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/21/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Fraaie zuring,Fraaie zuring,Rumex pulcher,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/23/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Slijmkop spec.,Goudkleurige Hygrophorus,Hygrophorus spec.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/24/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Lorkenslijmkop,Bosch Hygrophorus,Hygrophorus lucorum,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/24/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Kruisdisteloesterzwam,Pleurotus der schermbloemigen,Pleurotus eryngii,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/26/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Knolribzaad,Knoldragende kervel,Chaerophyllum bulbosum,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/27/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Quinoa,Chileense ganzevoet,Chenopodium quinoa,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/28/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Kleine trompetzwam,Bochtige Craterellus,Pseudocraterellus undulatus,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/30/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Gespleten franjezwam,Bochtige Craterellus,Thelephora anthocephala,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/30/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Gwimperde melkzwam,Pokdalige melkzwam,Lactarius resimus,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/32/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Dennenvoetzwam,Schweinitz' gaatjeszwam,Phaeolus schweinitzii,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/33/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Europese lork,Lorke boom,Larix decidua,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/34/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Kale pluimbraam,Groenpluimige braam,Rubus chlorothyrsos,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/35/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Larixkankerviltkelkje,Larix-kanker,Lachnellula willkommii,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/36/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Melksteelmycena,Melkgevende Mycena,Mycena galopus,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/37/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Karmijnrood netwatje,Purperroode slijmzwam,Arcyria denudata,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/38/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Spinaziezuring,Oostersche zuring,Rumex patientia subsp. orientalis,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/39/zoom/3/lat/-69.53451763078357/lng/-18.45703125
-,Op Tribulus gelijkend Stekelgras,Cenchrus pauciflorus,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/40/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Franjebreeksteeltje s.l.,Bekleede Galera,Pholiotina velata s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/41/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Franjebreeksteeltje s.l.,Kakkerlak Pholiota,Pholiotina velata s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/41/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Stoffige bundelzwam,Kleverige Flammula,Pholiota conissans,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/43/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Zwarte trilzwam,Klierdragende Exidia,Exidia plana ,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/44/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Raketnachtschade,Nachtschade met bladen van Steenraket,Solanum sisymbriifolium,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/45/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Affodil,Smalbladige asphodille,Asphodelus tenuifolius,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/46/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Tweekleurig elfenbankje,Roomkleurige Irpex,Gloeoporus dichrous,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/47/zoom/3/lat/-69.53451763078357/lng/-18.45703125
[Heeft nog geen Nederlandse naam],Stinkende Gautieria,Gautieria graveolens,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/48/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Oranje stekelzwam,Goudkleurige Stekelzwam,Hydnellum aurantiacum,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/49/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Grote viltbraam,Langhelmige braam,Rubus winteri,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/50/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Smal tandzaad,Vergroeidbladig tandzaad,Bidens connata,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/51/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Pijpknotszwam (var. contorta),Gedraaide koraalzwam,Macrotyphula fistulosa var. contorta,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/52/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Pijpknotszwam (var. fistulosa),Pijpvormige koraalzwam,Macrotyphula fistulosa var. fistulosa,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/52/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Bisschopsmuts,Versierde kluifjeszwam,Gyromitra infula,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/54/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Voorjaarskluifzwam,Eetbare kluifjeszwam,Gyromitra esculenta,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/54/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Fijnplaatrussula,Gebruinde Russula,Russula densifolia,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/56/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Braam spec.,Zon beschenen braam,Rubus spec.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/57/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Doorgroeide boerenkers,Doorgroeide boeren kers,Noccaea perfoliata,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/58/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Gele ringboleet,Gele boleet,Suillus grevillei,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/59/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Linzenknotsje,Typhula met lensvormigen wortel,Typhula phacorrhiza,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/60/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Ronde truffelknotszwam s.l.,Knopvormige Cordiceps,Elaphocordyceps capitata s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/60/zoom/3/lat/-69.53451763078357/lng/-18.45703125
-,Stijve silene,Silene stricta,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/62/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Elzenbundelzwam,Goudgele Flammula,Flammula alnicola,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/63/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Beverneltorkruid,Pimpernelachtig torkruid,Oenanthe pimpinelloides,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/64/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Geringde vaalhoed,Wortelende Pholiota,Hebeloma radicosum,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/65/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Wit oorzwammetje s.l.,Veranderlijke Claudopus,Crepidotus variabilis s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/66/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Dauwbraam hybride,Roodklierige vorm van de dauwbraam,hybride van Rubus caesius,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/67/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Roze pronkridder,Vleeschkleurige ridderzwam,Calocybe carnea,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/68/zoom/3/lat/-69.53451763078357/lng/-18.45703125
Okerkleurige vezeltruffel,Gele Rhizopogon,Rhizopogon luteolus,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/69/zoom/3/lat/-69.53451763078357/lng/-18.45703125
